wl	I	dolp	aop	docp
180.08	17.06999999999971	0.4797891036906901	90.0	0.5998828353837249
180.72	38.23000000000017	3.02475265610785	78.53570487086347	0.4284593251373277
181.15	164.52000000000012	0.22159669629215553	-25.925358837052794	0.44815220034038394
182.87	18.426666666666886	3.7013978876473823	69.32485010201505	0.0
183.3	107.17666666666689	0.22934096351817757	-45.0	-0.17195907069324814
184.16	17.05999999999949	4.467316505953238	3.08831970102626	-1.4402110199296994
185.24	66.90000000000025	1.471985797179611	81.5369694906781	-0.2448430493273516
185.88	83.95999999999974	0.3180219131336817	28.77098692788018	-0.3658885183420691
186.1	129.01999999999984	0.5612417562665412	59.37090474707606	-0.4920942489536513
186.96	75.78666666666656	0.23250550537697035	17.765058992360117	-0.3512491203377923
187.17	4.779999999999745	9.226882797161911	-34.099295256824185	-4.713389121339158
187.6	60.076666666666824	1.025480308620728	-82.29046507617603	-1.39754757809465
187.81	105.13333333333382	1.2721551668540632	5.7402413142773945	0.44809765377298366
189.53	19.1233333333336	1.606519100247487	63.431218871799686	0.9642670385218649
190.18	82.60333333333286	1.3343877053384847	-72.41818233270541	-0.4958637665953788
190.39	60.763333333333016	0.1347852323221257	45.0	-0.23599758626364573
191.46	49.16333333333326	1.4315330203821957	-85.81693849072965	-1.041426537392368
192.32	65.53666666666656	0.6067229236099656	-84.0567841680524	-0.7810894664564387
192.75	68.95333333333322	0.4494690991244738	-48.80098665951124	-1.1285893841245296
192.97	106.50000000000061	0.8655661709115527	-44.362863598135135	0.38450704225351934
193.4	59.40333333333334	1.221806624632993	53.19499291538072	-0.930924190561696
193.61	21.84333333333355	2.718907370669889	-45.0	-1.7817793377079056
194.04	52.56999999999971	0.8337073109680812	-18.7081760129332	-0.5065626783336552
194.47	53.25999999999991	1.9763954566622752	-18.548165939204328	0.6152835148328959
194.9	72.36999999999959	0.21542093172214122	-78.40311760342084	0.28299018930496245
195.33	20.473333333333358	3.232223582725105	10.9023125493116	-1.2005861282969668
195.54	70.3100000000004	0.12007773369201268	52.02635152108488	0.11648414165837019
195.97	131.0633333333335	0.3804799233622559	-80.41191146660117	-0.01564129301355542
197.26	133.10666666666657	0.2773487095015692	88.40836313100014	0.553916658319143
197.47	36.17999999999969	1.1120752247853232	-37.627856175032676	-1.0754560530680048
197.9	45.74333333333319	2.458726480660684	39.75416873208349	0.31348830430663766
