SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Apr 17 15:39:10 EST 2015
User: root
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4E02642
Integration Time (usec): 4000000 (USB4E02642)
Spectra Averaged: 1 (USB4E02642)
Boxcar Smoothing: 0 (USB4E02642)
Correct for Electrical Dark: No (USB4E02642)
Strobe/Lamp Enabled: No (USB4E02642)
Correct for Detector Non-linearity: No (USB4E02642)
Correct for Stray Light: No (USB4E02642)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
179.22	999.41
179.43	999.41
179.65	999.41
179.86	944.11
180.08	927.73
180.29	3117.01
180.51	2252.77
180.72	3639.24
180.94	3786.69
181.15	2246.62
181.37	3854.28
181.58	3276.75
181.80	4403.13
182.01	2740.18
182.23	3164.11
182.44	3542.99
182.66	3887.04
182.87	2930.64
183.09	3198.93
183.30	3575.75
183.52	3612.62
183.73	2787.29
183.95	2783.19
184.16	3465.16
184.38	4122.56
184.59	2799.57
184.81	2641.88
185.02	3233.74
185.24	3430.35
185.45	2330.59
185.67	2811.86
185.88	3682.25
186.10	3579.85
186.31	2514.91
186.53	3233.74
186.74	3422.16
186.96	4229.06
187.17	2459.61
187.39	2291.68
187.60	4116.42
187.81	4806.58
188.03	2484.19
188.24	3356.62
188.46	3569.61
188.67	4026.31
188.89	2996.18
189.10	2645.98
189.32	4622.27
189.53	3379.15
189.75	3035.09
189.96	4601.79
190.18	4667.32
190.39	3338.19
190.61	2740.18
190.82	2369.50
191.04	3551.18
191.25	4251.58
191.46	2762.71
191.68	2414.56
191.89	4122.56
192.11	3366.86
192.32	3321.81
192.54	2713.56
192.75	3592.14
192.97	4503.48
193.18	3289.04
193.40	3291.09
193.61	5281.71
193.83	3665.86
194.04	2928.60
194.25	3889.09
194.47	4511.68
194.68	3368.91
194.90	2545.63
195.11	3274.70
195.33	3907.52
195.54	4839.35
195.76	3680.20
195.97	4145.09
196.18	4261.82
196.40	3919.81
196.61	2881.49
196.83	3373.00
197.04	3553.23
197.26	4034.50
197.47	3848.13
197.69	2605.02
197.90	4059.07
198.11	3518.41
198.33	3196.88
198.54	3090.38
198.76	3901.38
198.97	4222.91
199.19	2684.89
199.40	2269.15
199.61	3330.00
199.83	3307.47
200.04	3241.93
200.26	3196.88
200.47	3565.51
200.69	3698.63
200.90	2975.70
201.11	3618.76
201.33	3663.82
201.54	4151.23
201.76	3803.08
201.97	3405.77
202.19	4071.36
202.40	4374.46
202.61	3436.49
202.83	2455.51
203.04	3999.68
203.26	3897.28
203.47	3864.52
203.68	4196.29
203.90	3280.85
204.11	4237.25
204.33	2842.58
204.54	3491.79
204.75	3895.24
204.97	3438.54
205.18	2297.82
205.40	2584.54
205.61	3555.27
205.83	4980.66
206.04	2408.41
206.25	2985.94
206.47	4528.06
206.68	5498.80
206.90	2987.99
207.11	2967.51
207.32	3727.30
207.54	3944.39
207.75	2475.99
207.97	2148.32
208.18	3665.86
208.39	3694.54
208.61	2793.43
208.82	4583.35
209.03	4184.00
209.25	4298.69
209.46	2639.83
209.68	2570.20
209.89	3592.14
210.10	3557.32
210.32	3065.81
210.53	2631.64
210.75	3592.14
210.96	3887.04
211.17	3743.69
211.39	2742.23
211.60	3174.35
211.82	3805.13
212.03	3141.58
212.24	2797.53
212.46	3915.72
212.67	4024.26
212.88	2805.72
213.10	2768.85
213.31	3653.58
213.53	3841.99
213.74	2467.80
213.95	4157.38
214.17	3737.54
214.38	3897.28
214.59	3004.37
214.81	3289.04
215.02	4353.98
215.23	3776.45
215.45	2752.47
215.66	3117.01
215.88	3504.07
216.09	3235.79
216.30	3178.45
216.52	2619.35
216.73	2803.67
216.94	4249.54
217.16	3164.11
217.37	3942.34
217.58	3532.75
217.80	4577.21
218.01	2861.01
218.22	4155.33
218.44	3487.69
218.65	3176.40
218.87	2672.60
219.08	2682.84
219.29	4798.39
219.51	3844.04
219.72	2242.53
219.93	2457.56
220.15	3856.33
220.36	3579.85
220.57	3055.57
220.79	2764.76
221.00	3082.19
221.21	4536.25
221.43	2775.00
221.64	2611.16
221.85	4145.09
222.07	4294.59
222.28	2594.78
222.49	3452.88
222.71	3952.58
222.92	3481.55
223.13	2373.60
223.35	2258.91
223.56	3098.58
223.77	4022.21
223.99	3213.26
224.20	3844.04
224.41	3536.84
224.63	4319.17
224.84	3651.53
225.05	2744.28
225.27	4057.03
225.48	3471.31
225.69	2492.38
225.91	2799.57
226.12	3919.81
226.33	5072.82
226.55	2363.36
226.76	2699.22
226.97	3815.37
227.19	3551.18
227.40	3598.28
227.61	3235.79
227.82	4454.33
228.04	3569.61
228.25	3172.30
228.46	3424.20
228.68	4255.68
228.89	3602.38
229.10	3366.86
229.32	3002.32
229.53	3796.93
229.74	4091.84
229.96	2758.61
230.17	2535.39
230.38	4872.12
230.59	2955.22
230.81	2516.95
231.02	3135.44
231.23	3049.43
231.45	3467.21
231.66	2701.27
231.87	3672.01
232.09	3428.30
232.30	3581.90
232.51	3121.10
232.72	2443.23
232.94	3254.22
233.15	4904.89
233.36	2412.51
233.58	3010.51
233.79	3309.52
234.00	3872.71
234.21	2971.60
234.43	2723.80
234.64	3307.47
234.85	3502.03
235.07	2289.63
235.28	3139.54
235.49	4280.25
235.70	3995.59
235.92	2836.44
236.13	3233.74
236.34	4077.51
236.56	3604.42
236.77	2836.44
236.98	2758.61
237.19	3856.33
237.41	3956.68
237.62	2738.13
237.83	2951.12
238.04	3948.48
238.26	4423.61
238.47	4992.95
238.68	3225.55
238.89	3598.28
239.11	6152.10
239.32	3274.70
239.53	3348.43
239.75	3346.38
239.96	3157.97
240.17	2613.21
240.38	2535.39
240.60	3516.36
240.81	3731.40
241.02	2701.27
241.23	2453.47
241.45	3741.64
241.66	3350.48
241.87	2787.29
242.08	4540.35
242.30	2992.08
242.51	3805.13
242.72	2897.88
242.93	3395.53
243.15	3925.96
243.36	3692.49
243.57	2254.81
243.78	3798.98
244.00	3844.04
244.21	3028.95
244.42	3246.03
244.63	3633.10
244.85	3614.66
245.06	3024.85
245.27	2930.64
